NO,이수구분,AISW마이크로디그리,교양영역,학수번호,분반,개설학년,교과목명,학점,교수명,강의시간(강의실),수업구분,수업방법,팀티칭 유형
529,기초교양,AISW기초교양,,0APR1193,35,1,AI와컴퓨팅사고력,2,유정선,화10(사이버강의동 1004)/화5(1호관(천안) 301),주간(천안),원격(하이브리드),
530,기초교양,AISW기초교양,,0APR1193,37,1,AI와컴퓨팅사고력,2,최선주,목1(제1공학관(아산) 522)/목14(사이버강의동 1005),주간,원격(하이브리드),
531,기초교양,,,0APR1195,01,1,영어와비판적사고,2,권설녀,월14(사이버강의동 1001)/월7(2호관(천안) 101),주간(천안),원격(하이브리드),
532,기초교양,,,0APR1195,02,1,영어와비판적사고,2,권설녀,월13(사이버강의동 1001)/월8(2호관(천안) 101),주간(천안),원격(하이브리드),
533,기초교양,,,0APR1195,03,1,영어와비판적사고,2,오복남,월12(사이버강의동 1001)/월8(2호관(천안) 305),주간(천안),원격(하이브리드),
534,기초교양,,,0APR1195,04,1,영어와비판적사고,2,오복남,월11(사이버강의동 1001)/월7(2호관(천안) 411),주간(천안),원격(하이브리드),
535,기초교양,,,0APR1195,05,1,영어와비판적사고,2,권설녀,월10(사이버강의동 1001)/월6(2호관(천안) 101),주간(천안),원격(하이브리드),
536,기초교양,,,0APR1195,06,1,영어와비판적사고,2,권설녀,수13(사이버강의동 1001)/수5(자연과학관(아산) 515),주간,원격(하이브리드),
537,기초교양,,,0APR1195,07,1,영어와비판적사고,2,박미경,월14(사이버강의동 1002)/월6(2호관(천안) 501),주간(천안),원격(하이브리드),
538,기초교양,,,0APR1195,08,1,영어와비판적사고,2,오복남,월13(사이버강의동 1002)/월5(1호관(천안) 301),주간(천안),원격(하이브리드),
539,기초교양,,,0APR1195,09,1,영어와비판적사고,2,박미경,월12(사이버강의동 1002)/월5(2호관(천안) 501),주간(천안),원격(하이브리드),
540,기초교양,,,0APR1195,10,1,영어와비판적사고,2,권설녀,월11(사이버강의동 1002)/월4(2호관(천안) 205),주간(천안),원격(하이브리드),
541,기초교양,,,0APR1195,11,1,영어와비판적사고,2,박미경,월10(사이버강의동 1002)/월4(2호관(천안) 501),주간(천안),원격(하이브리드),
542,기초교양,,,0APR1195,12,1,영어와비판적사고,2,이영경,수14(사이버강의동 1010)/수4(강석규교육관(아산) 319),주간,원격(하이브리드),
543,기초교양,,,0APR1195,13,1,영어와비판적사고,2,오복남,수13(사이버강의동 1010)/수3(제1공학관(아산) 432),주간,원격(하이브리드),
544,기초교양,,,0APR1195,14,1,영어와비판적사고,2,최선령,수12(사이버강의동 1010)/수3(강석규교육관(아산) 327),주간,원격(하이브리드),
545,기초교양,,,0APR1195,15,1,영어와비판적사고,2,이영경,수11(사이버강의동 1010)/수6(제1공학관(아산) 332),주간,원격(하이브리드),
546,기초교양,,,0APR1195,16,1,영어와비판적사고,2,권설녀,수10(사이버강의동 1010)/수6(자연과학관(아산) 515),주간,원격(하이브리드),
547,기초교양,,,0APR1195,17,1,영어와비판적사고,2,최선령,수14(사이버강의동 1011)/수2(제1공학관(아산) 333),주간,원격(하이브리드),
548,기초교양,,,0APR1195,18,1,영어와비판적사고,2,민주영,수1(강석규교육관(아산) 215)/수13(사이버강의동 1011),주간,원격(하이브리드),
549,기초교양,,,0APR1195,19,1,영어와비판적사고,2,전하영,수1(제1공학관(아산) 333)/수12(사이버강의동 1011),주간,원격(하이브리드),
550,기초교양,,,0APR1195,20,1,영어와비판적사고,2,민주영,화1(강석규교육관(아산) 412)/화13(사이버강의동 1012),주간,원격(하이브리드),
551,기초교양,,,0APR1195,21,1,영어와비판적사고,2,전하영,화1(제1공학관(아산) 430)/화12(사이버강의동 1012),주간,원격(하이브리드),
552,기초교양,,,0APR1195,22,1,영어와비판적사고,2,박영주,월12(사이버강의동 1015)/월3(제1공학관(아산) 525),주간,원격(하이브리드),
553,기초교양,,,0APR1195,23,1,영어와비판적사고,2,민주영,화11(사이버강의동 1014)/화2(강석규교육관(아산) 412),주간,원격(하이브리드),
554,기초교양,,,0APR1195,24,1,영어와비판적사고,2,전하영,화10(사이버강의동 1015)/화2(제1공학관(아산) 454),주간,원격(하이브리드),
555,기초교양,,,0APR1195,25,1,영어와비판적사고,2,최선령,화13(사이버강의동 1016)/화3(제1공학관(아산) 431),주간,원격(하이브리드),
556,기초교양,,,0APR1195,26,1,영어와비판적사고,2,박영주,화12(사이버강의동 1016)/화3(제1공학관(아산) 518-1),주간,원격(하이브리드),
557,기초교양,,,0APR1195,27,1,영어와비판적사고,2,박영주,화11(사이버강의동 1016)/화2(제1공학관(아산) 430),주간,원격(하이브리드),
558,기초교양,,,0APR1195,28,1,영어와비판적사고,2,최선령,화10(사이버강의동 1016)/화2(제1공학관(아산) 431),주간,원격(하이브리드),
559,기초교양,,,0APR1195,29,1,영어와비판적사고,2,전하영,수14(사이버강의동 1016)/수2(강석규교육관(아산) 215),주간,원격(하이브리드),
560,기초교양,,,0APR1195,30,1,영어와비판적사고,2,최선령,월14(사이버강의동 1016)/월7(제1공학관(아산) 528),주간,원격(하이브리드),
561,기초교양,,,0APR1195,31,1,영어와비판적사고,2,민주영,화14(사이버강의동 1017)/화5(강석규교육관(아산) 402),주간,원격(하이브리드),
562,기초교양,,,0APR1195,32,1,영어와비판적사고,2,최선령,화12(사이버강의동 1017)/화5(제1공학관(아산) 430),주간,원격(하이브리드),
563,기초교양,,,0APR1195,33,1,영어와비판적사고,2,박미경,수14(사이버강의동 1017)/수5(강석규교육관(아산) 319),주간,원격(하이브리드),
564,기초교양,,,0APR1195,34,1,영어와비판적사고,2,이영경,수13(사이버강의동 1017)/수5(강석규교육관(아산) 327),주간,원격(하이브리드),
565,기초교양,,,0APR1195,35,1,영어와비판적사고,2,오복남,수12(사이버강의동 1017)/수5(제1공학관(아산) 333),주간,원격(하이브리드),
566,기초교양,,,0APR1195,36,1,영어와비판적사고,2,박미경,수11(사이버강의동 1017)/수3(강석규교육관(아산) 319),주간,원격(하이브리드),
567,기초교양,,,0APR1195,37,1,영어와비판적사고,2,이영경,수10(사이버강의동 1017)/수3(강석규교육관(아산) 107),주간,원격(하이브리드),
568,기초교양,,,0APR1195,38,1,영어와비판적사고,2,이영경,수1(강석규교육관(아산) 412)/수9(사이버강의동 1018),주간,원격(하이브리드),
569,기초교양,,,0APR1195,39,1,영어와비판적사고,2,전하영,월1(제1공학관(아산) 453)/월14(사이버강의동 1018),주간,원격(하이브리드),
570,기초교양,,,0APR1195,40,1,영어와비판적사고,2,박영주,월1(강석규교육관(아산) 327)/월13(사이버강의동 1018),주간,원격(하이브리드),
571,기초교양,,,0APR1195,41,1,영어와비판적사고,2,전하영,월12(사이버강의동 1018)/월2(제1공학관(아산) 453),주간,원격(하이브리드),
572,기초교양,,,0APR1195,42,1,영어와비판적사고,2,박영주,월11(사이버강의동 1018)/월2(강석규교육관(아산) 327),주간,원격(하이브리드),
573,기초교양,,,0APR1195,43,1,영어와비판적사고,2,박미경,수13(사이버강의동 1018)/수2(제1공학관(아산) 432),주간,원격(하이브리드),
574,기초교양,,,0APR1195,44,1,영어와비판적사고,2,이영경,수12(사이버강의동 1018)/수2(강석규교육관(아산) 412),주간,원격(하이브리드),
575,기초교양,,,0APR1195,45,1,영어와비판적사고,2,오복남,월10(사이버강의동 1018)/월3(2호관(천안) 205),주간(천안),원격(하이브리드),
576,일반교양,,1,0ARB0135,02,6,가치로서의자연과인간,2,이세진,"월1,2(강석규교육관(아산) 313)",주간,대면수업,
577,일반교양,,1,0ARB0135,09,6,가치로서의자연과인간,2,이세진,"목1,2(2호관(천안) 411)",주간(천안),대면수업,
578,일반교양,,2,0ARB0150,02,6,현대사회와인간복지,2,김형수,"금3,4(강석규교육관(아산) 214)",주간,대면수업,
579,일반교양,,1,0ARB0205,02,6,한국사,2,노혜경,"화3,4(강석규교육관(아산) 214)",주간,대면수업,
580,일반교양,,1,0ARB0205,07,6,한국사,2,노혜경,"목1,2(벤처교육관(천안) 308)",주간(천안),대면수업,
581,일반교양,,1,0ARB0295,02,6,매주떠나는문학기행,2,이노신,"목1,2(조형과학관(아산) 103)",주간,대면수업,
582,일반교양,,2,0ARB0296,92,6,예비부모교육,2,조성연,"금1,2(사이버강의동 1001)",주간,원격(사이버),
583,일반교양,,2,0ARB0300,07,6,생활법률,2,정영훈,"월6,7(3호관(천안) 101)",주간(천안),대면수업,
584,일반교양,,4,0ARB0302,02,6,영화와법률,2,정영훈,"수2,3(강석규교육관(아산) 513)",주간,대면수업,
585,일반교양,,3,0ARB0423,02,6,생명과학의현대적이해,2,김산,"월1,2(제1공학관(아산) 501)",주간,대면수업,
586,일반교양,,3,0ARB0423,07,6,생명과학의현대적이해,2,김산,"월5,6(1호관(천안) 312)",주간(천안),대면수업,
587,일반교양,,1,0ARB1100,07,6,성서와기독교정신,2,김성열,"화6,7(1호관(천안) 312)",주간(천안),대면수업,
588,일반교양,,2,0ARB1221,01,6,경영학기초,2,박설호,"월1,2(강석규교육관(아산) 213)",주간,대면수업,
589,일반교양,,2,0ARB1221,02,6,경영학기초,2,지맥심,"수6,7(강석규교육관(아산) 327)",주간,대면수업,
590,일반교양,,2,0ARB1900,02,6,현대통상의이해,2,최인우,"월3,4(강석규교육관(아산) 513)",주간,대면수업,
591,일반교양,,2,0ARB1900,07,6,현대통상의이해,2,최인우,"목3,4(3호관(천안) 101)",주간(천안),대면수업,
592,일반교양,,4,0ARB2021,07,6,글로벌시대의한국,2,치아오 춘옌,"수3,4(1호관(천안) B11)",주간(천안),대면수업,
593,일반교양,,2,0ARB2240,01,6,한국의이해,2,김시용,"화1,2(제1공학관(아산) 501)",주간,대면수업,
594,일반교양,,2,0ARB2240,02,6,한국의이해,2,이혜빈,"수1,2(제1공학관(아산) 502)",주간,대면수업,
595,일반교양,,4,0ARB2570,01,6,한국문화탐방,2,김승자,"수7,8(강석규교육관(아산) 213)",주간,대면수업,
596,일반교양,,4,0ARB2570,02,6,한국문화탐방,2,응우옌 티 김트,"화1,2(제1공학관(아산) 528)",주간,대면수업,
597,일반교양,,2,0ARB2590,02,6,중국의문화코드,2,전가림,"화5,6(강석규교육관(아산) 313)",주간,대면수업,
598,일반교양,,2,0ARB2590,07,6,중국의문화코드,2,전가림,"화2,3(1호관(천안) 501)",주간(천안),대면수업,
599,일반교양,,4,0ARB3000,07,6,천안의이해,2,이성희,"수6,7(종합정보관(천안) 503)",주간(천안),대면수업,
600,일반교양,,4,0ARB3005,02,6,아산의이해,2,전영미,"목1,2(강석규교육관(아산) 513)",주간,대면수업,
601,일반교양,,2,0ARB4071,07,6,초대교회리더십,2,안신영,"수3,4(3호관(천안) 105)",주간(천안),대면수업,
602,일반교양,,4,0ARB4210,02,6,과학문명의이해,2,노혜경,"금3,4(강석규교육관(아산) 215)",주간,대면수업,
603,일반교양,,1,0ARB4230,92,6,미술감상론,2,김상채,"금5,6(사이버강의동 1011)",주간,원격(사이버),
604,일반교양,,1,0ARB4260,92,6,지능과창의성개발,2,송선희,"금7,8(사이버강의동 1005)",주간,원격(사이버),
605,일반교양,,3,0ARB5515,02,6,환경과조경,2,이상국,"수1,2(제2공학관(아산) 104)",주간,대면수업,
606,일반교양,,3,0ARB5590,02,6,성의과학,2,방인석,"금1,2(강석규교육관(아산) 215)",주간,대면수업,
607,일반교양,,1,0ARB5660,02,6,실용생활중국어,2,슈메이,"목1,2(강석규교육관(아산) 327)",주간,대면수업,
608,일반교양,,1,0ARB5660,03,6,실용생활중국어,2,치아오 춘옌,"월3,4(제1공학관(아산) 228)",주간,대면수업,
609,일반교양,,1,0ARB5660,07,6,실용생활중국어,2,슈메이,"수5,6(2호관(천안) 101)",주간(천안),대면수업,
610,일반교양,,1,0ARB5680,02,6,기초중국어,2,슈메이,"월1,2(강석규교육관(아산) 321)",주간,대면수업,
611,일반교양,,1,0ARB5680,07,6,기초중국어,2,치아오 춘옌,"목1,2(2호관(천안) 101)",주간(천안),대면수업,
612,일반교양,,1,0ARB5685,02,6,취업중국어,2,슈메이,"월3,4(강석규교육관(아산) 313)",주간,대면수업,
613,일반교양,,1,0ARB5691,02,6,비즈니스중국어,2,슈메이,"목3,4(강석규교육관(아산) 327)",주간,대면수업,
614,일반교양,,2,0ARB5693,02,6,이미지로읽는중국,2,홍은기,"일13,14(강의동(산학융합) 511)",주간(당진),대면수업,
615,일반교양,,1,0ARB5720,02,6,초급영작문,2,매튜,"목3,4(제1공학관(아산) 518-1)",주간,대면수업,
616,일반교양,,1,0ARB6445,01,6,한중비즈니스언어예절비교,2,진국화,"월6,7(강석규교육관(아산) 327)",주간,대면수업,
617,일반교양,,4,0ARB6632,02,6,현대사회의갈등과공존,2,이세진,"수3,4(강석규교육관(아산) 215)",주간,대면수업,
618,일반교양,,2,0ARB6760,02,6,영미문화의이해,2,다니엘베리,"화7,8(2호관(천안) 205)",주간(천안),대면수업,
619,일반교양,,3,0ARB7500,92,6,게임의역사,2,김경식,"금5,6(사이버강의동 1013)",주간,원격(사이버),
620,일반교양,,2,0ARB7900,92,6,세계의음식기행,2,강명화,"금5,6(사이버강의동 1004)",주간,원격(사이버),
621,일반교양,,2,0ARB9015,02,6,중국경제지리,2,전가림,"월2,3(제1공학관(아산) 518-1)",주간,대면수업,
622,일반교양,,2,0ARB9015,07,6,중국경제지리,2,전가림,"수1,2(3호관(천안) 101)",주간(천안),대면수업,
623,일반교양,,2,0ARB9510,02,6,기업가정신,2,최인우,"화3,4(강석규교육관(아산) 513)",주간,대면수업,
624,일반교양,,2,0ARB9510,07,6,기업가정신,2,최인우,"목5,6(3호관(천안) 101)",주간(천안),대면수업,
625,일반교양,,2,0ARG1005,02,6,경제의기초와생활,2,최인우,"월1,2(강석규교육관(아산) 513)",주간,대면수업,
626,일반교양,,2,0ARG1005,07,6,경제의기초와생활,2,최인우,"목1,2(3호관(천안) 101)",주간(천안),대면수업,
627,일반교양,,4,0ARG1007,92,6,노인복지와벤처,2,김형수,"금11,12(사이버강의동 1016)",주간,원격(사이버),
628,일반교양,,2,0ARG1011,92,6,교육학의이해와활용,2,배성아,"금1,2(사이버강의동 1003)",주간,원격(사이버),
629,일반교양,,1,0ARG1030,02,6,세계사,2,데이비드 데보라,"목3,4(2호관(천안) 102)",주간(천안),대면수업,
630,일반교양,,1,0ARG1034,07,6,문화와여행,2,이윤정,"수6,7(1호관(천안) B11)",주간(천안),대면수업,
631,일반교양,,2,0ARG1035,02,6,이야기형법,2,정영훈,"목2,3(제2공학관(아산) 104)",주간,대면수업,
632,일반교양,,2,0ARG1035,07,6,이야기형법,2,정영훈,"월4,5(3호관(천안) 101)",주간(천안),대면수업,
633,일반교양,,3,0ARG1040,01,6,해외인적자원개발,2,진국화,"화3,4(벤처교육관(천안) 307)",주간,대면수업,
634,일반교양,,3,0ARG1040,02,6,해외인적자원개발,2,응우옌 티 김트,"화5,6(강석규교육관(아산) 214)",주간,대면수업,
635,일반교양,,2,0ARG1044,92,6,기업가정신과창업기초,2,최연석,"금2,3(사이버강의동 1004)",주간,원격(사이버),
636,일반교양,,1,0ARG1049,02,6,현대미술과애니메이션,2,김윤경,"수1,2(제1공학관(아산) 430)",주간,대면수업,
637,일반교양,,1,0ARG1049,07,6,현대미술과애니메이션,2,김윤경,"목5,6(1호관(천안) 312)",주간(천안),대면수업,
638,일반교양,,1,0ARG1060,09,6,기초일본어회화,2,한창석,"일1,2(강의동(산학융합) 421)",주간(당진),대면수업,
639,일반교양,,1,0ARG1061,02,6,전쟁과인간,2,노혜경,"화1,2(강석규교육관(아산) 513)",주간,대면수업,
640,일반교양,,1,0ARG1061,07,6,전쟁과인간,2,노혜경,"목3,4(벤처교육관(천안) 308)",주간(천안),대면수업,
641,일반교양,,1,0ARG1066,07,6,예술과생활,2,안은재,"목5,6(1호관(천안) B11)",주간(천안),대면수업,
642,일반교양,,4,0ARG1068,02,6,창의적사고와디자인(창업가정신),2,이철재,"화3,4(강석규교육관(아산) 321)",주간,대면수업,
643,일반교양,,1,0ARG1070,01,6,중급한국어읽기,2,박희선,"화3,4(제1공학관(아산) 333)",주간,대면수업,
644,일반교양,,2,0ARG1074,02,6,세계사를바꾼사건들과벤처정신,2,김성만,"월3,4(1호관(천안) 501)",주간(천안),대면수업,
645,일반교양,,2,0ARG1075,92,6,세계의식품과문화,2,채희정,"금1,2(사이버강의동 1011)",주간,원격(사이버),
646,일반교양,,4,0ARG1076,07,6,스포츠인문학,2,조상우,"월1,2(3호관(천안) 104)",주간(천안),대면수업,
647,일반교양,,2,0ARG1079,01,6,초급한국어듣기,2,김승자,"목5,6(2호관(천안) 503)",주간(천안),대면수업,
648,일반교양,,2,0ARG1079,02,6,초급한국어듣기,2,박희선,"수1,2(강석규교육관(아산) 213)",주간,대면수업,
649,일반교양,,2,0ARG1080,01,6,초급한국어말하기,2,윤은영,"화1,2(제1공학관(아산) 334)",주간,대면수업,
650,일반교양,,2,0ARG1081,01,6,중급한국어말하기,2,윤은영,"목1,2(제1공학관(아산) 333)",주간,대면수업,
651,일반교양,,2,0ARG1082,01,6,초급한국어쓰기,2,김승자,"목3,4(2호관(천안) 503)",주간(천안),대면수업,
652,일반교양,,2,0ARG1082,02,6,초급한국어쓰기,2,윤은영,"화3,4(제1공학관(아산) 228)",주간,대면수업,
653,일반교양,,2,0ARG1083,02,6,현대사회와패션문화,2,안은재,"화3,4(강석규교육관(아산) 313)",주간,대면수업,
654,일반교양,,2,0ARG1083,07,6,현대사회와패션문화,2,안은재,"목7,8(1호관(천안) B11)",주간(천안),대면수업,
655,일반교양,,1,0ARG1088,02,6,스타일과트렌드(A),2,이철재,"화5,6(강석규교육관(아산) 321)",주간,대면수업,
656,일반교양,,1,0ARG1089,02,6,에어로빅댄스와유산소운동이해,2,이경주,"화3,4(체육관(아산) 104)",주간,대면수업,
657,일반교양,,1,0ARG1089,07,6,에어로빅댄스와유산소운동이해,2,이경주,"월6,7(3호관(천안) 217)",주간(천안),대면수업,
658,일반교양,,1,0ARG1090,02,6,퍼스널트레이닝과바디세이핑,2,김경식,"화5,6(체육관(아산) 105)",주간,대면수업,
659,일반교양,,2,0ARG1091,02,6,국기태권도,2,김인재,"목5,6(체육관(아산) 208)",주간,대면수업,
660,일반교양,,2,0ARG1092,02,6,뉴스포츠의이론과실제,2,유상석,"화5,6(체육관(아산) 108)",주간,대면수업,
661,일반교양,,2,0ARG1093,02,6,탁구이론과실제,2,유상석,"월4,5(체육관(아산) 104)",주간,대면수업,
662,일반교양,,2,0ARG1094,02,6,테니스이론과실제,2,최영진,"목5,6(테니스장(아산) 101)",주간,대면수업,
663,일반교양,,3,0ARG1095,92,6,세상을바꾸는복지과학기술,2,김형수,"금9,10(사이버강의동 1016)",주간,원격(사이버),
664,일반교양,,1,0ARG1097,02,6,미래사회와협상의기술,2,조상섭,"목7,8(강석규교육관(아산) 313)",주간,대면수업,
665,일반교양,,2,0ARG1106,02,6,골프문화의이해,2,조상우,"수6,7(골프학과실습장(아산) 101)",주간,대면수업,
666,일반교양,,1,0ARG1108,02,6,초급한국어읽기,2,박희선,"수3,4(제1공학관(아산) 525)",주간,대면수업,
667,일반교양,,2,0ARG1115,02,6,스피치커뮤니케이션,2,데이비드 데보라,"수7,8(강석규교육관(아산) 321)",주간,대면수업,
668,일반교양,AISW지정교과,4,0ARG1117,92,6,4차산업혁명과유비쿼터스사회,3,박기호,"금6,7,8(사이버강의동 1002)",주간,원격(사이버),
669,일반교양,,3,0ARG1120,02,6,인간두뇌의이해,3,방인석,"화3,4,5(제1공학관(아산) 530)",주간,대면수업,
670,일반교양,AISW지정교과,3,0ARG1121,07,6,바이오기술의이해(창업),3,방인석,"월1,2,3(1호관(천안) B11)",주간(천안),대면수업,
671,일반교양,,1,0ARG1136,02,6,알기쉬운인간의이해,2,이만수,"목7,8(강석규교육관(아산) 321)",주간,대면수업,
672,일반교양,,1,0ARG1136,07,6,알기쉬운인간의이해,2,이만수,"목3,4(1호관(천안) 501)",주간(천안),대면수업,
673,일반교양,,3,0ARG1140,02,6,사진과시네마토그래피,2,김윤경,"금1,2(강석규교육관(아산) 321)",주간,대면수업,
674,일반교양,,3,0ARG1140,07,6,사진과시네마토그래피,2,김윤경,"목3,4(1호관(천안) B11)",주간(천안),대면수업,
675,일반교양,,2,0ARG1141,02,6,현대중국사회의이해,3,치아오 춘옌,"월5,6,7(예술관(아산) 211)",주간,대면수업,
676,일반교양,,2,0ARG1141,07,6,현대중국사회의이해,3,치아오 춘옌,"화1,2,3(2호관(천안) 101)",주간(천안),대면수업,
677,일반교양,,1,0ARG1142,92,6,공감과소통,2,김성룡,"금3,4(사이버강의동 1011)",주간,원격(사이버),
678,일반교양,,2,0ARG1143,02,6,리더십(벤처),2,곽정근,"월7,8(강석규교육관(아산) 513)",주간,대면수업,
679,일반교양,,2,0ARG1143,07,6,리더십(벤처),2,곽정근,"수7,8(3호관(천안) 102)",주간(천안),대면수업,
680,일반교양,,4,0ARG1146,02,6,기후변화와환경보건,3,김영희,"수1,2,3(제1공학관(아산) 227)",주간,대면수업,
681,일반교양,AISW지정교과,4,0ARG1148,02,6,문화속의과학기술과음악,3,이은영,"화4,5,6(제2공학관(아산) 317)",주간,대면수업,
682,일반교양,AISW지정교과,4,0ARG1148,03,6,문화속의과학기술과음악,3,이은영,"월5,6,7(벤처교육관(천안) 308)",주간(천안),대면수업,
683,일반교양,,4,0ARG1149,02,6,로봇윤리의이해,2,최효선,"화7,8(제1공학관(아산) 431)",주간,대면수업,
684,일반교양,AISW지정교과,3,0ARG1150,02,6,4차산업혁명시대의컴퓨터과학,3,이호석,"화4,5,6(제1공학관(아산) 431)",주간,대면수업,
685,일반교양,,1,0ARG1151,07,6,폭력과범죄예방호신술,2,김의영,"수1,2(체육관(아산) 206)",주간,대면수업,
686,일반교양,,1,0ARG1152,02,6,심신균형미학과요가필라,2,이경주,"화5,6(체육관(아산) 104)",주간,대면수업,
687,일반교양,,2,0ARG1154,02,6,현대사회와가족의이해,2,배성아,"목1,2(강석규교육관(아산) 321)",주간,대면수업,
688,일반교양,,3,0ARG1157,02,6,인간질병의이해,2,방인석,"월6,7(강석규교육관(아산) 215)",주간,대면수업,
689,일반교양,,4,0ARG1161,02,6,우리몸의이해와생활안전(팀티칭),2,방인석,"목4,5(제1공학관(아산) 430)",주간,대면수업,공통교차수업
690,일반교양,AISW지정교과,4,0ARG1165,92,6,가상현실과인간의이해,2,전하영,"금7,8(사이버강의동 1004)",주간,원격(사이버),
691,일반교양,AISW지정교과,4,0ARG1166,02,6,사물인터넷과미래생활(벤처창업),3,박기호,"목2,3,4(강석규교육관(아산) 319)",주간,대면수업,
692,일반교양,,3,0ARG1169,02,6,과학적소통을위한수학,2,박영자,"월7,8(자연과학관(아산) 514)",주간,대면수업,
693,일반교양,,3,0ARG1170,92,6,생활속의행렬,2,김현정,"금2,3(사이버강의동 1009)",주간,원격(사이버),
694,일반교양,,4,0ARG1172,92,6,생로병사의경제학,2,김금수,"금9,10(사이버강의동 1004)",주간,원격(사이버),
695,일반교양,,2,0ARG1173,07,6,세계의음식문화비교,2,우나리야,"목6,7(1호관(천안) 501)",주간(천안),대면수업,
696,일반교양,AISW지정교과,3,0ARG1180,92,6,[AI]인공지능의이해와활용,2,전수진,"금11,12(사이버강의동 1004)",주간,원격(사이버),
697,일반교양,,2,0ARG1209,01,6,스토리노믹스마케팅전략,2,전영미,"일5,6(강의동(산학융합) 511)",주간(당진),대면수업,
698,일반교양,,2,0ARG1213,02,6,e-비즈니스모델의이해와성공전략,3,김상범,"목6,7,8(자연과학관(아산) 410)",주간,대면수업,
699,일반교양,,2,0ARG1215,02,6,스마트한디자인생활,2,안은재,"월5,6(강석규교육관(아산) 319)",주간,대면수업,
700,일반교양,AISW지정교과,3,0ARG1218,07,6,통계로세상관찰하기,2,조명근,"목3,4(1호관(천안) 303)",주간(천안),대면수업,
701,일반교양,AISW지정교과,4,0ARG1219,02,6,4차산업혁명시대의그림책읽기,2,김윤경,"월1,2(제1공학관(아산) 454)",주간,대면수업,
702,일반교양,AISW지정교과,3,0ARG1223,02,6,[나눔]소프트웨어창의나눔,2,이경희,"화4,5(제1공학관(아산) 526)",주간,대면수업,
703,일반교양,,2,0ARG1224,02,6,[나눔]생활속토론나눔,2,전영미,"수3,4(강석규교육관(아산) 213)",주간,대면수업,
704,일반교양,AISW지정교과,4,0ARG1225,92,6,AI시대의인간과기술(팀티칭),3,방인석,"금12,13,14(사이버강의동 1009)",주간,원격(사이버),
705,일반교양,AISW지정교과,4,0ARG1226,92,6,AI시대의인간과사회(팀티칭),3,박현식,"금0(사이버강의동 1016)/금7,8(사이버강의동 1006)",주간,원격(사이버),
706,일반교양,AISW지정교과,4,0ARG1226,97,6,AI시대의인간과사회(팀티칭),3,고인석,"금8(사이버강의동 1016)/금9,10(사이버강의동 1006)",주간(천안),원격(사이버),
707,일반교양,,2,0ARG1229,07,6,시니어비즈니스와마케팅,3,김형수,"월5,6,7(1호관(천안) 501)",주간(천안),대면수업,
708,일반교양,,1,0ARG1230,02,6,컬러의이해,2,안은재,"화5,6(강석규교육관(아산) 319)",주간,대면수업,
709,일반교양,,2,0ARG1231,02,6,중국지역문화상식,2,치아오 춘옌,"월1,2(강석규교육관(아산) 412)",주간,대면수업,
710,일반교양,,2,0ARG1231,07,6,중국지역문화상식,2,치아오 춘옌,"화5,6(1호관(천안) B11)",주간(천안),대면수업,
711,일반교양,,3,0ARG1233,02,6,맞춤형식생활관리,3,송미영,"화2,3,4(자연과학관(아산) B103)",주간,대면수업,
712,일반교양,,2,0ARG1236,02,6,글로벌이슈,2,데이비드 데보라,"화5,6(벤처교육관(천안) 308)",주간(천안),대면수업,
713,일반교양,,1,0ARG1237,02,6,생각정리의기술,2,전영미,"목5,6(강석규교육관(아산) 327)",주간,대면수업,
714,일반교양,,4,0ARG1240,09,6,충남의이해,2,구경완,"수1,2(3호관(천안) 205)",주간(천안),대면수업,
715,일반교양,AISW지정교과,4,0ARG1242,02,6,예술과AI,2,이은영,"목4,5(제1공학관(아산) 523)",주간,대면수업,
716,일반교양,AISW지정교과,4,0ARG1242,07,6,예술과AI,2,이은영,"월2,3(벤처교육관(천안) 308)",주간(천안),대면수업,
717,일반교양,,2,0ARG1244,01,6,세계경제역사속메디치효과,2,벤자민 스웬슨,"목5,6(강석규교육관(아산) 313)",주간,대면수업,
718,일반교양,,2,0ARG1245,02,6,기업윤리의이해,2,다니엘베리,"월7,8(강석규교육관(아산) 319)",주간,대면수업,
719,일반교양,,1,0ARG1246,02,6,근대예술의이해:마네에서달리까지,2,브라이언,"수1,2(제1공학관(아산) 331)",주간,대면수업,
720,일반교양,AISW지정교과,3,0ARG1247,92,6,스마트기술의이해,3,박기호,"금3,4,5(사이버강의동 1002)",주간,원격(사이버),
721,일반교양,,1,0ARG1249,07,6,한국고전시가의산책,2,이정선,"월7,8(제2공학관(아산) 201)",주간,대면수업,
722,일반교양,,1,0ARG1250,02,6,전쟁과평화,2,정재욱,"수5,6(강석규교육관(아산) 215)",주간,대면수업,
723,일반교양,,1,0ARG1250,09,6,전쟁과평화,2,정재욱,"목5,6,7,8(강의동(산학융합) 609)",주간(당진),대면수업,
724,일반교양,,2,0ARG1252,92,6,한국근현대사와기독교,2,윤은석,"금1,2(사이버강의동 1002)",주간,원격(사이버),
725,일반교양,,2,0ARG1254,07,6,환경윤리,2,김완구,"목4,5(3호관(천안) 105)",주간(천안),대면수업,
726,일반교양,,2,0ARG1255,09,6,삶과직업윤리,2,김완구,"화5,6(강석규교육관(아산) 215)",주간,대면수업,
727,일반교양,,2,0ARG1256,02,6,북한역사의이해,2,이세진,"월3,4(조형과학관(아산) 103)",주간,대면수업,
