NO,이수구분,AISW마이크로디그리,교양영역,학수번호,분반,개설학년,교과목명,학점,교수명,강의시간(강의실),수업구분,수업방법,팀티칭 유형
1446,전공과목,,,0ADD6141,02,1,지능정보수학,3,김환구,"월5,6,7(제2공학관(아산) 417)",주간,대면수업,
1447,전공과목,,,0ADD6141,03,1,지능정보수학,3,임헌국,"화1,2(제2공학관(아산) 402)/화10(사이버강의동 1045)",주간,원격(하이브리드),
1448,전공과목,,,0ADD6141,04,1,지능정보수학,3,김환구,"화1,5,6(제2공학관(아산) 417)",주간,대면수업,
1449,전공과목,,,0ADD6142,01,3,리눅스시스템프로그래밍,3,임성락,"화1,2(제2공학관(아산) 418)/화10(사이버강의동 1040)",주간,원격(하이브리드),
1450,전공과목,,,0ADD6142,02,3,리눅스시스템프로그래밍,3,임성락,"화11(사이버강의동 1040)/화4,5(제2공학관(아산) 418)",주간,원격(하이브리드),
1451,전공과목,,,0ADD6144,01,3,지능형IoTSW,3,손석원,"월2,3(제2공학관(아산) 509)/월9(사이버강의동 1040)",주간,원격(하이브리드),
1452,전공과목,,,0ADD6144,02,3,지능형IoTSW,3,손석원,"수1,2(제2공학관(아산) 509)/수9(사이버강의동 1040)",주간,원격(하이브리드),
1453,전공과목,,,0ADD6147,01,2,데이터과학및분석,3,조학수,"월10(사이버강의동 1040)/월5,6(제2공학관(아산) 502)",주간,원격(하이브리드),
1454,전공과목,,,0ADD6147,02,2,데이터과학및분석,3,황윤찬,"목1,2(제2공학관(아산) 508)/목9(사이버강의동 1095)",주간,대면수업,
1455,전공과목,,,0ADD6148,01,2,모바일프로그래밍,3,안용학,"월1,2,3(제2공학관(아산) 403)",주간,대면수업,
1456,전공과목,,,0ADD6149,01,4,데이터분석과클라우드플랫폼,3,김행수,"목4,5,6(제2공학관(아산) 402)",주간,대면수업,
1457,전공과목,,,0ADD6152,01,3,오픈소스DB응용,3,김행수,"목1,2,3(제2공학관(아산) 402)",주간,대면수업,
1458,전공과목,,,0ADD6162,01,3,패턴인식,3,이호웅,"화1,2(제2공학관(아산) 403)/화9(사이버강의동 1080)",주간,원격(하이브리드),
1459,전공과목,,,0ADD6162,02,3,패턴인식,3,이호웅,"수1,2(제2공학관(아산) 403)/수10(사이버강의동 1080)",주간,원격(하이브리드),
1460,전공과목,,,0ADD6164,01,3,컴퓨터비전,3,안용학,"월6,7,8(제2공학관(아산) 403)",주간,대면수업,
1461,전공과목,,,0ADD6164,02,3,컴퓨터비전,3,안용학,"수5,6,7(제2공학관(아산) 502)",주간,대면수업,
1462,전공과목,,,0ADD6165,01,4,전공현장실습7,15,조학수,,주간,원격(하이브리드),
1463,전공과목,,,0ADD6170,01,4,지능형SW설계및구축,3,안용학,"화4,5,6(제2공학관(아산) 403)",주간,대면수업,
1464,전공과목,,,0ADD6171,01,3,네트워크보안,3,오수현,"화11(사이버강의동 1020)/화4,5(제2공학관(아산) 508)",주간,원격(하이브리드),
1465,전공과목,,,0ADD6171,02,3,네트워크보안,3,오수현,"목4,5(제2공학관(아산) 508)/목9(사이버강의동 1021)",주간,원격(하이브리드),
1466,전공과목,,,0ADD6176,01,2,웹프로그래밍및해킹,3,하재철,"목1,2(제1공학관(아산) 402)/목10(사이버강의동 1021)",주간,원격(하이브리드),
1467,전공과목,,,0ADD6176,02,2,웹프로그래밍및해킹,3,하재철,"목11(사이버강의동 1021)/목3,4(제1공학관(아산) 402)",주간,원격(하이브리드),
1468,전공과목,,,0ADD6179,01,2,정보보호론,3,오수현,"월10(사이버강의동 1014)/월2,3(제2공학관(아산) 508)",주간,원격(하이브리드),
1469,전공과목,,,0ADD6179,02,2,정보보호론,3,오수현,"월11(사이버강의동 1014)/월6,7(제2공학관(아산) 508)",주간,원격(하이브리드),
1470,전공과목,,,0ADD6180,01,1,인공지능입문,3,방진숙,"수2,3,4(제2공학관(아산) 402)",주간,대면수업,
1471,전공과목,,,0ADD6180,02,1,인공지능입문,3,박재현,"목1,2,3(제2공학관(아산) 418)",주간,대면수업,
1472,전공과목,,,0ADD6180,03,1,인공지능입문,3,박재현,"월1,2,3(제2공학관(아산) 418)",주간,대면수업,
1473,전공과목,,,0ADD6180,04,1,인공지능입문,3,방진숙,"수6,7,8(제2공학관(아산) 402)",주간,대면수업,
1474,전공과목,,,0ADD6180,05,1,인공지능입문,3,방진숙,"월1,2,3(제2공학관(아산) 502)",주간,대면수업,
1475,전공과목,,,0ADD6186,01,3,소프트웨어공학,3,박근덕,"수7,8,11(KTX캠퍼스 202)",주간,원격(하이브리드),
1476,전공과목,,,0ADD6186,02,3,소프트웨어공학,3,박근덕,"목7,8,10(KTX캠퍼스 202)",주간,원격(하이브리드),
1477,전공과목,,,0ADD6186,03,3,소프트웨어공학,3,주진현,"월4,5,11(KTX캠퍼스 204)",주간,원격(하이브리드),
1478,전공과목,,,0ADD6186,04,3,소프트웨어공학,3,주진현,"수7,8,11(KTX캠퍼스 204)",주간,원격(하이브리드),
1479,전공과목,,,0ADD6190,01,3,전공영어,2,서미란,"월1,2(제2공학관(아산) 402)",주간,대면수업,
1480,전공과목,,,0ADD6190,02,3,전공영어,2,서미란,"수1,2(제2공학관(아산) 508)",주간,대면수업,
1481,전공과목,,,0ADD6190,03,3,전공영어,2,서미란,"수3,4(제2공학관(아산) 508)",주간,대면수업,
1482,전공과목,,,0ADD6198,01,4,졸업프로젝트(캡스톤디자인),3,하정대,"금10,11,12(제2공학관(아산) 402)",주간,대면수업,
1483,전공과목,,,0ADD6199,01,4,IoT보안,3,김기현,"수1,2,3(제1공학관(아산) 402)",주간,대면수업,
1484,전공과목,,,0ADE1090,01,3,산업안전보건관계법규,3,고승호,"화6,7,8(제1공학관(아산) 225)",주간,대면수업,
1485,전공과목,,,0ADE2311,01,2,위험물질화학,3,김정훈,"수4,5(제1공학관(아산) 502)/월4(제1공학관(아산) 501)",주간,대면수업,
1486,전공과목,,,0ADE2377,01,2,전기안전공학,3,김응식,"목1,2,4(제1공학관(아산) 502)",주간,대면수업,
1487,전공과목,,,0ADE2378,01,2,전기안전공학실험,1,김장환,"월5,6(제1공학관(아산) 109)",주간,대면수업,
1488,전공과목,,,0ADE2378,02,2,전기안전공학실험,1,김장환,"월7,8(제1공학관(아산) 224)",주간,대면수업,
1489,전공과목,,,0ADE2430,01,2,소방유체역학,3,한용택,"월5,6(제1공학관(아산) 226)/화5(제1공학관(아산) 502)",주간,대면수업,
1490,전공과목,,,0ADE2430,02,2,소방유체역학,3,한용택,"수2,3(제1공학관(아산) 530)/화4(제1공학관(아산) 502)",주간,대면수업,
1491,전공과목,,,0ADE2860,01,3,안전보건관리론,3,조명호,"월1(제1공학관(아산) 225)/화4,5(제1공학관(아산) 225)",주간,대면수업,
1492,전공과목,,,0ADE2860,02,3,안전보건관리론,3,김장환,"수5,6,7(제1공학관(아산) 225)",주간,대면수업,
1493,전공과목,,,0ADE3070,01,3,작업환경공학,3,김동현,"수4(제1공학관(아산) 225)/월3,4(제1공학관(아산) 225)",주간,대면수업,
1494,전공과목,,,0ADE4080,01,4,시스템안전공학,3,서두현,"월1,2,3(제1공학관(아산) 504)",주간,대면수업,
1495,전공과목,,,0ADE4930,01,3,위험성평가,3,서두현,"월5,6,7(제1공학관(아산) 530)",주간,대면수업,
1496,전공과목,,,0ADE4970,01,4,안전보건R＆DⅡ,1,김응식,수1(제1공학관(아산) 225)/화9(사이버강의동 1003),주간,원격(하이브리드),
1497,전공과목,,,0ADE4970,02,4,안전보건R＆DⅡ,1,김응식,수2(제1공학관(아산) 225)/화10(사이버강의동 1003),주간,원격(하이브리드),
1498,전공과목,,,0ADE6543,01,3,인간공학,3,조명호,"월2(제1공학관(아산) 225)/화1,2(제1공학관(아산) 226)",주간,대면수업,
1499,전공과목,,,0ADF2080,01,2,환경미생물학실험,2,권혁구,"수1,2,3,4(제1공학관(아산) 304)",주간,대면수업,
1500,전공과목,,,0ADF2080,02,2,환경미생물학실험,2,권혁구,"수5,6,7,8(제1공학관(아산) 304)",주간,대면수업,
1501,전공과목,,,0ADF2180,01,2,환경미생물학,3,권혁구,"월4,5(제1공학관(아산) 404)/화5(제1공학관(아산) 404)",주간,대면수업,
1502,전공과목,,,0ADF2690,01,2,수질관리및모델링,3,장인성,"월6,7(제1공학관(아산) 404)/화3(제1공학관(아산) 404)",주간,대면수업,
1503,전공과목,,,0ADF3510,01,3,연소공학,3,한종민,"목8,9,10(제1공학관(아산) 404)",주간,대면수업,
1504,전공과목,,,0ADF3680,01,3,환경위해성평가,3,권혁구,"목2,3(제1공학관(아산) 404)/월1(제1공학관(아산) 404)",주간,대면수업,
1505,전공과목,,,0ADF3690,01,3,폐기물분석실험,2,지원현,"화1,2,3,4(제1공학관(아산) 303)",주간,대면수업,
1506,전공과목,,,0ADF3690,02,3,폐기물분석실험,2,지원현,"화5,6,7,8(제1공학관(아산) 303)",주간,대면수업,
1507,전공과목,,,0ADF5080,01,1,기초프로그래밍,3,장규현,"월2(1호관(천안) 209)/화3,4(1호관(천안) 209)",주간(천안),대면수업,
1508,전공과목,,,0ADF5080,02,1,기초프로그래밍,3,장규현,"월5(1호관(천안) 209)/화1,2(1호관(천안) 209)",주간(천안),대면수업,
1509,전공과목,,,0ADF5086,01,2,블록체인의이해,3,장규현,"수3,4(1호관(천안) 209)/월3(1호관(천안) 209)",주간(천안),대면수업,
1510,전공과목,,,0ADF5087,01,2,재무분석,3,차현진,"목5,6,7(1호관(천안) 202)",주간(천안),대면수업,
1511,전공과목,,,0ADF5088,01,2,금융정보시스템,3,강소라,"월4,5(1호관(천안) 305)/화4(1호관(천안) 301)",주간(천안),대면수업,
1512,전공과목,,,0ADF5089,01,2,데이터마이닝,3,채성욱,"목1,2(1호관(천안) 210)/수2(1호관(천안) 210)",주간(천안),대면수업,
1513,전공과목,,,0ADF5106,01,1,경영학원론II,3,김연정,"월2,3(벤처교육관(천안) 302)/화3(1호관(천안) 202)",주간(천안),대면수업,
1514,전공과목,,,0ADF5106,02,1,경영학원론II,3,김유정,"월4,5(벤처교육관(천안) 302)/화2(1호관(천안) 202)",주간(천안),대면수업,
1515,전공과목,,,0ADF5107,01,1,경영시뮬레이션실습,3,강소라,"수5,6,7(1호관(천안) 209)",주간(천안),대면수업,
1516,전공과목,,,0ADF5107,02,1,경영시뮬레이션실습,3,채성욱,"수5,6,7(1호관(천안) 210)",주간(천안),대면수업,
1517,전공과목,,,0ADH2030,01,3,전자회로2,3,김정도,"월1,2,3(제2공학관(아산) 105)",주간,대면수업,
1518,전공과목,,,0ADH2040,01,2,기초전기전자실험2,2,홍선기,"월1,2,3,4(제1공학관(아산) 521)",주간,대면수업,
1519,전공과목,,,0ADH2040,02,2,기초전기전자실험2,2,김수길,"월5,6,7,8(제1공학관(아산) 521)",주간,대면수업,
1520,전공과목,,,0ADH2072,01,2,회로및시스템Ⅱ,3,기태훈,"금1,2,3(제1공학관(아산) 521)",주간,대면수업,
1521,전공과목,,,0ADH2080,01,2,전기자기학,3,김수길,"수5,7,8(제1공학관(아산) 452)",주간,대면수업,
1522,전공과목,,,0ADH2230,01,2,공업수학II,3,주성준,"금5,6,7(제1공학관(아산) 452)",주간,대면수업,
1523,전공과목,,,0ADH3070,01,3,디지탈시스템실험,2,홍선기,"월5,6,7,8(제1공학관(아산) 428)",주간,대면수업,
1524,전공과목,,,0ADH3070,02,3,디지탈시스템실험,2,홍선기,"수1,2,3,4(제1공학관(아산) 428)",주간,대면수업,
1525,전공과목,,,0ADH3250,01,3,서보기기제어(캡스톤디자인),3,홍선기,"수7,8(제1공학관(아산) 428)/화3(제1공학관(아산) 521)",주간,대면수업,
1526,전공과목,,,0ADH3440,01,2,계측프로그래밍Ⅰ,3,한지훈,"목5(제1공학관(아산) 452)/화5,6(제1공학관(아산) 452)",주간,대면수업,
1527,전공과목,,,0ADH5031,01,4,디지털제어응용실험,2,김수길,"화1,2,3,4(제1공학관(아산) 449-1)",주간,대면수업,
1528,전공과목,,,0ADH5031,02,4,디지털제어응용실험,2,김수길,"금5,6,7,8(제1공학관(아산) 449-1)",주간,대면수업,
1529,전공과목,AISW대체교과,,0ADH5042,01,3,인공지능기초,3,홍선기,"수6(제1공학관(아산) 428)/화1,2(제1공학관(아산) 521)",주간,대면수업,
1530,전공과목,,,0ADH5050,01,3,자동제어2,3,주성준,"금1,2,3(제1공학관(아산) 452)",주간,대면수업,
1531,전공과목,,,0ADH5056,01,1,공학기초및실험,3,한지훈,"월1,2,3,4(제1공학관(아산) 520)",주간,대면수업,
1532,전공과목,,,0ADH5062,01,4,설계프로젝트2,3,김수길,"화5,6,8(제1공학관(아산) 453)",주간,대면수업,
1533,전공과목,,,0ADH5065,01,3,마이크로프로세서,3,기태훈,"금5,6,7(제1공학관(아산) 521)",주간,대면수업,
1534,전공과목,,,0ADI1165,01,1,건축제도및실습,3,전정숙,"목5,6,7,8(조형과학관(아산) 504)",주간,대면수업,
1535,전공과목,,,0ADI1165,02,1,건축제도및실습,3,조흥태,"화5,6,7,8(조형과학관(아산) 504)",주간,대면수업,
1536,전공과목,,,0ADI2345,01,2,건축설비,3,정재훈,"목11(사이버강의동 1111)/목5(조형과학관(아산) 506)/화5,6(조형과학관(아산) 506)",주간,원격(하이브리드),
1537,전공과목,,,0ADI2355,01,2,건축시공및연습,3,고진규,"화0,1,2,3(조형과학관(아산) 506)",주간,대면수업,
1538,전공과목,,,0ADI2410,01,2,건축기본설계,3,조흥태,"수5,6,7,8(조형과학관(아산) 506)",주간,대면수업,
1539,전공과목,,,0ADI3365,01,3,설계도서작성,3,박근준,"금1,2,3,4(조형과학관(아산) 506)",주간,대면수업,
1540,전공과목,,,0ADI3365,02,3,설계도서작성,3,양승원,"화5,6,7,8(조형과학관(아산) 401)",주간,대면수업,
1541,전공과목,,,0ADI3440,01,3,강구조설계,3,최인락,"월1,2,3(조형과학관(아산) 506)/월11(사이버강의동 1111)",주간,원격(하이브리드),
1542,전공과목,,,0ADI3450,01,3,철근콘크리트설계,3,홍건호,"월5,6(조형과학관(아산) 401)/화1,2(조형과학관(아산) 401)",주간,대면수업,
1543,전공과목,,,0ADI4310,01,4,구조설계,3,이종원,"월1,2(조형과학관(아산) 401)/월3,4(조형과학관(아산) 508)",주간,대면수업,
1544,전공과목,,,0ADJ2400,01,2,소방제어공학,3,김형권,"금1,2,3(제1공학관(아산) 226)",주간,대면수업,
1545,전공과목,,,0ADJ2400,02,2,소방제어공학,3,김형권,"금5,6,7(제1공학관(아산) 226)",주간,대면수업,
1546,전공과목,,,0ADJ2420,01,2,연소공학원론,3,우재봉,"목3,4,5(제1공학관(아산) 226)",주간,대면수업,
1547,전공과목,,,0ADJ2420,02,2,연소공학원론,3,우재봉,"목6,7,8(제1공학관(아산) 226)",주간,대면수업,
1548,전공과목,AISW대체교과,,0ADJ2460,01,1,소방화학,3,이성은,"월5(제1공학관(아산) 502)/화1,2(제1공학관(아산) 502)",주간,대면수업,
1549,전공과목,,,0ADJ2590,01,2,건축화재역학,3,권영진,"월4(제1공학관(아산) 518-1)/화1,2(제1공학관(아산) 404)",주간,대면수업,
1550,전공과목,,,0ADJ3391,01,3,소방전기설비공학,3,김시국,"월6,7(제1공학관(아산) 502)/화6(제1공학관(아산) 502)",주간,대면수업,
1551,전공과목,,,0ADJ3401,01,3,소화약제학실험,1,이성은,"화4,5(제1공학관(아산) 523)",주간,대면수업,
1552,전공과목,,,0ADJ3445,01,3,피난및내화설계,3,권영진,"수4,5(제1공학관(아산) 501)/월5(제1공학관(아산) 225)",주간,대면수업,
1553,전공과목,,,0ADJ3455,01,3,소방기계설계,3,한용택,"목1,2,3(제1공학관(아산) 426)",주간,대면수업,
1554,전공과목,,,0ADJ3455,02,3,소방기계설계,3,한용택,"목5,6,7(제1공학관(아산) 426)",주간,대면수업,
1555,전공과목,,,0ADJ3540,01,3,소화약제학및설계,3,이성은,"월1,2,4(제1공학관(아산) 502)",주간,대면수업,
1556,전공과목,,,0ADJ4230,01,4,연기유동및피난실험(캡스톤디자인),1,권영진,"수1,2(제1공학관(아산) 226)",주간,대면수업,
1557,전공과목,,,0ADJ4710,01,4,화재조사론,3,김시국,"월1,2(제1공학관(아산) 431)/화5(제1공학관(아산) 228)",주간,대면수업,
1558,전공과목,,,0ADJ4750,01,4,제연방화공학,3,박준현,"수3,4,5(제2공학관(아산) 507)",주간,대면수업,
1559,전공과목,,,0ADJ6531,01,1,소방법규II,3,권영진,"월1,2(제1공학관(아산) 226)/화5(제1공학관(아산) 226)",주간,대면수업,
1560,전공과목,,,0ADJ6531,02,1,소방법규II,3,방장원,"월6,7,8(제1공학관(아산) 225)",주간,대면수업,
1561,전공과목,,,0ADJ6537,01,3,소방기계실험2,1,박준현,"수1,2(제1공학관(아산) 107)",주간,대면수업,
1562,전공과목,,,0ADJ6537,02,3,소방기계실험2,1,박준현,"수7,8(제1공학관(아산) 107)",주간,대면수업,
1563,전공과목,,,0ADK1180,01,1,기계공학개론,3,윤의중,"목6,7,8(제1공학관(아산) 502)",주간,대면수업,
1564,전공과목,,,0ADK2190,01,2,유체역학실험,2,최병철,"월7,8(제1공학관(아산) 248)",주간,대면수업,
1565,전공과목,,,0ADK2230,01,2,3D-CAD,2,최연석,"화1,2,3(제1공학관(아산) 213)",주간,대면수업,
1566,전공과목,,,0ADK2230,02,2,3D-CAD,2,최연석,"목6,7,8(제1공학관(아산) 213)",주간,대면수업,
1567,전공과목,,,0ADK3030,01,3,기계제어(캡스톤디자인),3,최연석,"목1(강석규교육관(아산) 214)/수1,2(제1공학관(아산) 246)",주간,대면수업,
1568,전공과목,,,0ADK3030,02,3,기계제어(캡스톤디자인),3,강기준,"수1,2(강석규교육관(아산) 327)/월3(제1공학관(아산) 404)",주간,대면수업,
1569,전공과목,,,0ADK3090,01,2,기계요소설계,3,장선준,"수5(강석규교육관(아산) 513)/화5,6(제1공학관(아산) 501)",주간,대면수업,
1570,전공과목,,,0ADK3130,01,3,기계진동학,3,장규환,"수4(제1공학관(아산) 530)/월4,5(제1공학관(아산) 525)",주간,대면수업,
1571,전공과목,,,0ADK3130,02,3,기계진동학,3,안태길,"목6(제1공학관(아산) 518-1)/수3,4(제1공학관(아산) 518-1)",주간,대면수업,
1572,전공과목,,,0ADK3302,01,3,CAD실습,1,김성근,"월4,5(제1공학관(아산) 527)",주간,대면수업,
1573,전공과목,,,0ADK3330,01,3,CAD(캡스톤디자인),3,김성근,"목5(제1공학관(아산) 527)/수5,6(제1공학관(아산) 527)",주간,대면수업,
1574,전공과목,,,0ADK3390,01,4,기계시스템설계(캡스톤디자인),3,장규환,"목1,2(제1공학관(아산) 218)/수6(제1공학관(아산) 218)",주간,대면수업,
1575,전공과목,,,0ADK3440,01,4,진공및유체기계,3,권정태,"수4(제1공학관(아산) 227)/화5,6(제1공학관(아산) 227)",주간,대면수업,
1576,전공과목,,,0ADK3450,01,2,마이크로열유체,3,임효재,"목2(제1공학관(아산) 518-1)/월5,6(제1공학관(아산) 227)",주간,대면수업,
1577,전공과목,,,0ADK4630,01,4,졸업연구2(캡스톤디자인),1,임효재,"목4,5(강석규교육관(아산) 412)",주간,대면수업,
1578,전공과목,,,0ADK4630,02,4,졸업연구2(캡스톤디자인),1,임효재,"목6,7(강석규교육관(아산) 412)",주간,대면수업,
1579,전공과목,,,0ADK6045,01,2,고체역학실험,2,장규환,"목6,7(제1공학관(아산) 218)",주간,대면수업,
1580,전공과목,,,0ADK6045,02,2,고체역학실험,2,장규환,"금2,3(제1공학관(아산) 218)",주간,대면수업,
1581,전공과목,,,0ADK6045,03,2,고체역학실험,2,장규환,"금5,6(제1공학관(아산) 218)",주간,대면수업,
1582,전공과목,,,0ADK6083,01,4,모빌리티열관리시스템,3,정현준,"수8(제1공학관(아산) 332)/월1,2(제1공학관(아산) 332)",주간,대면수업,
1583,전공과목,,,0ADK6085,01,4,모빌리티종합설계2,2,강기준,금8(제1공학관(아산) 332)/월8(제1공학관(아산) 332),주간,대면수업,
1584,전공과목,,,0ADL2241,01,2,재료역학및연습2,3,마호성,"수5,6(조형과학관(아산) 309)/월5,6(조형과학관(아산) 309)",주간,대면수업,
1585,전공과목,,,0ADL2510,01,3,측량학실습,1,강영미,"수5,6(조형과학관(아산) 323)",주간,대면수업,
1586,전공과목,,,0ADL2520,01,2,측량학및실습,3,강영미,"수1,2,3,4(조형과학관(아산) 309)",주간,대면수업,
1587,전공과목,,,0ADL3360,01,3,상수도공학및실습,3,이영준,"금1,2,3,4(조형과학관(아산) 309)",주간,대면수업,
1588,전공과목,,,0ADL3491,01,3,구조역학및실습2,3,마호성,"수7,8(조형과학관(아산) 309)/월7,8(조형과학관(아산) 309)",주간,대면수업,
1589,전공과목,,,0ADL3531,01,3,콘크리트공학및실습2,3,김경남,"화5,6,7,8(제1공학관(아산) 434)",주간,대면수업,
1590,전공과목,,,0ADL3550,01,3,수문학및연습(캡스톤디자인),3,이형주,"금5,6(조형과학관(아산) 309)/월1,2(조형과학관(아산) 309)",주간,대면수업,
1591,전공과목,,,0ADM2090,01,2,유기화학2,2,김진배,"목4,5(제1공학관(아산) 432)",주간,대면수업,
1592,전공과목,,,0ADM2100,01,2,유기화학2및실험,1,김진배,"수7,8(제1공학관(아산) 327)",주간,대면수업,
1593,전공과목,,,0ADM2100,02,2,유기화학2및실험,1,김진배,"목7,8(제1공학관(아산) 327)",주간,대면수업,
1594,전공과목,AISW대체교과,,0ADM3310,01,3,화학공장설계실습,1,정용호,"목6,7(제1공학관(아산) 315-1)",주간,대면수업,
1595,전공과목,AISW대체교과,,0ADM3310,02,3,화학공장설계실습,1,정용호,"금6,7(제1공학관(아산) 315-1)",주간,대면수업,
1596,전공과목,,,0ADM3320,01,3,고분자공학,3,서동철,"월2(제1공학관(아산) 331)/화3,4(제1공학관(아산) 331)",주간,대면수업,
1597,전공과목,,,0ADM3345,01,3,화학공장설계,2,정용호,"월6,7(제1공학관(아산) 453)",주간,대면수업,
1598,전공과목,,,0ADM3350,01,3,촉매공학및설계(캡스톤디자인),3,김진배,"금1,2(제1공학관(아산) 331)/화1,2(제1공학관(아산) 331)",주간,대면수업,
1599,전공과목,,,0ADM4250,01,4,에너지변환공학,3,박승규,"목4,5,6(제1공학관(아산) 331)",주간,대면수업,
1600,전공과목,,,0ADM6541,01,2,기초반도체공정및설계,2,김헌창,"화1,2(제1공학관(아산) 453)",주간,대면수업,
1601,전공과목,,,0ADM6578,01,2,물리화학2,2,박승규,"월6,7(제1공학관(아산) 331)",주간,대면수업,
1602,전공과목,,,0ADM6579,01,2,물리화학실험2,1,박승규,"수1,2(제1공학관(아산) 327)",주간,대면수업,
1603,전공과목,,,0ADM6579,02,2,물리화학실험2,1,박승규,"수3,4(제1공학관(아산) 327)",주간,대면수업,
1604,전공과목,,,0ADM6588,01,1,화공생명공학개론,2,정용호,"수6,7(제1공학관(아산) 501)",주간,대면수업,
1605,전공과목,,,0ADO2020,01,2,회로이론2,3,정백호,"목3(제2공학관(아산) 216)/수1,2(제2공학관(아산) 216)",주간,대면수업,
1606,전공과목,,,0ADO2020,02,2,회로이론2,3,정백호,"목1(제2공학관(아산) 216)/수5,6(제2공학관(아산) 216)",주간,대면수업,
1607,전공과목,,,0ADP5035,01,2,심화코딩2,2,우병수,"화1,2,3(학생식당(아산) 402)",주간,대면수업,
1608,전공과목,,,0ADP5035,02,2,심화코딩2,2,우병수,"화5,6,7(학생식당(아산) 402)",주간,대면수업,
1609,전공과목,,,0ADP5038,01,2,디지털심화디자인2,2,성지영,"수1,2,3(학생식당(아산) 401)",주간,대면수업,
1610,전공과목,,,0ADP5038,02,2,디지털심화디자인2,2,성지영,"수4,5,6(학생식당(아산) 401)",주간,대면수업,
1611,전공과목,,,0ADP5040,01,2,디지털드로잉3,2,최소영,"월1,2,3(학생식당(아산) 401)",주간,대면수업,
1612,전공과목,,,0ADP5040,02,2,디지털드로잉3,2,최소영,"월5,6,7(학생식당(아산) 401)",주간,대면수업,
1613,전공과목,,,0ADP5042,01,2,모션그래픽2,2,이단비,"수7,8,9(학생식당(아산) 401)",주간,대면수업,
1614,전공과목,,,0ADP5042,02,2,모션그래픽2,2,이단비,"목5,6,7(학생식당(아산) 401)",주간,대면수업,
1615,전공과목,,,0ADP5044,01,2,AR/VR디자인,2,백정훈,"화1,2,3(학생식당(아산) 401)",주간,대면수업,
1616,전공과목,,,0ADP5044,02,2,AR/VR디자인,2,백정훈,"화5,6,7(학생식당(아산) 401)",주간,대면수업,
1617,전공과목,,,0ADQ4153,01,3,PLC제어,3,강선호,"월1,2,3(제2공학관(아산) B102)",주간,대면수업,
1618,전공과목,,,0ADQ4153,02,3,PLC제어,3,강선호,"월5,6,7(제2공학관(아산) B102)",주간,대면수업,
1619,전공과목,,,0ADQ4153,03,3,PLC제어,3,강선호,"화1,2,3(제2공학관(아산) B102)",주간,대면수업,
1620,전공과목,,,0ADQ4176,01,3,인공지능기초,3,홍유진,"월5,6,7(제2공학관(아산) 105)",주간,대면수업,
1621,전공과목,,,0ADQ4176,02,3,인공지능기초,3,홍유진,"수6,7,8(제2공학관(아산) 105)",주간,대면수업,
1622,전공과목,,,0ADQ4182,01,4,확률통계와반도체품질관리,3,정호석,"월4,5(제2공학관(아산) 512)/화2(제2공학관(아산) 512)",주간,대면수업,
1623,전공과목,,,0ADQ4185,01,4,실무특강2,2,이혁,"목4,5(제2공학관(아산) 507)",주간,대면수업,
1624,전공과목,,,0ADQ4198,01,4,반도체PKG기술2,3,이혁,"목1,2(제2공학관(아산) 507)/목11(사이버강의동 1367)",주간,원격(하이브리드),
1625,전공과목,,,0ADR2195,01,2,컴퓨터구조,3,조학수,"수1,2(제2공학관(아산) 502)/수9(사이버강의동 1056)",주간,원격(하이브리드),
1626,전공과목,,,0ADR2195,02,2,컴퓨터구조,3,조학수,"목1,2(제2공학관(아산) 502)/목10(사이버강의동 1032)",주간,원격(하이브리드),
1627,전공과목,,,0ADR2195,03,2,컴퓨터구조,3,홍충표,"월10(사이버강의동 1010)/월5,6(제2공학관(아산) 418)",주간,원격(하이브리드),
1628,전공과목,,,0ADR2195,04,2,컴퓨터구조,3,홍충표,"목11(사이버강의동 1057)/목4,5(제2공학관(아산) 418)",주간,원격(하이브리드),
1629,전공과목,,,0ADR3150,01,3,데이터베이스보안,3,정원일,"화10(사이버강의동 1039)/화4,5(제2공학관(아산) 509)",주간,원격(하이브리드),
1630,전공과목,,,0ADR3150,02,3,데이터베이스보안,3,정원일,"수10(사이버강의동 1082)/수7,8(제2공학관(아산) 509)",주간,원격(하이브리드),
1631,전공과목,,,0ADR3170,01,2,웹프로그래밍,3,주진현,"목4,5(제2공학관(아산) 417)/목9(사이버강의동 1009)",주간,원격(하이브리드),
1632,전공과목,,,0ADR3170,02,2,웹프로그래밍,3,박재현,"수5,6,7(제2공학관(아산) 403)",주간,대면수업,
1633,전공과목,,,0ADR3170,03,2,웹프로그래밍,3,이승호,"수5,6,7(제2공학관(아산) 418)",주간,대면수업,
1634,전공과목,,,0ADR3170,04,2,웹프로그래밍,3,이승호,"수1,2,3(제2공학관(아산) 418)",주간,대면수업,
1635,전공과목,,,0ADS1020,01,1,자동차공학개론,3,박차식,"월2,3,4(강석규교육관(아산) 319)",주간,대면수업,교차수업
1636,전공과목,,,0ADS1020,02,1,자동차공학개론,3,정현준,"화2,3,4(강석규교육관(아산) 327)",주간,대면수업,교차수업
1637,전공과목,,,0ADS2170,01,2,재료역학및연습,3,강기준,"수3(제1공학관(아산) 228)/월1,2(제1공학관(아산) 525)",주간,대면수업,
1638,전공과목,,,0ADS3071,02,3,CAE실습,1,김병삼,"목3,4(제1공학관(아산) 527)",주간,대면수업,
